date,product,category,price,quantity,revenue,region
2024-08-31,Phone,Electronics,17252,10,172520,West
2024-08-31,Watch,Fashion,3397,5,16985,West
2024-09-01,Headphones,Electronics,2922,8,23376,South
2024-09-01,Laptop,Electronics,81511,2,163022,North
2024-09-01,Shoes,Fashion,2619,7,18333,North
2024-09-01,Headphones,Electronics,7591,2,15182,West
2024-09-01,Laptop,Electronics,78109,8,624872,East
2024-09-01,Shoes,Fashion,5114,1,5114,South
2024-09-02,Shoes,Fashion,2379,8,19032,North
2024-09-02,Watch,Fashion,10032,10,100320,North
2024-09-02,Watch,Fashion,16995,2,33990,North
2024-09-03,Headphones,Electronics,14097,7,98679,South
2024-09-03,Phone,Electronics,73149,10,731490,East
2024-09-04,Shoes,Fashion,5926,8,47408,West
2024-09-04,Shoes,Fashion,2090,3,6270,East
2024-09-04,Headphones,Electronics,3579,5,17895,West
2024-09-04,Laptop,Electronics,63121,4,252484,South
2024-09-04,Shoes,Fashion,4678,3,14034,North
2024-09-05,Watch,Fashion,7180,9,64620,North
2024-09-05,Watch,Fashion,9870,7,69090,South
2024-09-06,Shoes,Fashion,2566,8,20528,North
2024-09-06,Watch,Fashion,7109,5,35545,East
2024-09-06,Headphones,Electronics,11933,9,107397,West
2024-09-07,Headphones,Electronics,2332,2,4664,West
2024-09-07,Shoes,Fashion,2949,10,29490,South
2024-09-07,Headphones,Electronics,9863,9,88767,East
2024-09-08,Watch,Fashion,10174,5,50870,North
2024-09-08,Shoes,Fashion,1621,7,11347,East
2024-09-09,Watch,Fashion,9400,8,75200,North
2024-09-09,Headphones,Electronics,3892,2,7784,West
2024-09-11,Headphones,Electronics,13716,10,137160,South
2024-09-12,Phone,Electronics,29129,4,116516,West
2024-09-12,Phone,Electronics,15556,4,62224,East
2024-09-12,Laptop,Electronics,119536,6,717216,East
2024-09-12,Watch,Fashion,6439,9,57951,West
2024-09-13,Phone,Electronics,45364,8,362912,South
2024-09-13,Shoes,Fashion,5532,9,49788,East
2024-09-14,Laptop,Electronics,83209,7,582463,West
2024-09-14,Headphones,Electronics,8170,2,16340,South
2024-09-14,Laptop,Electronics,59078,9,531702,East
2024-09-14,Shoes,Fashion,3306,7,23142,East
2024-09-14,Laptop,Electronics,61434,6,368604,East
2024-09-15,Laptop,Electronics,137080,6,822480,North
2024-09-15,Watch,Fashion,6101,3,18303,East
2024-09-15,Headphones,Electronics,6436,3,19308,South
2024-09-16,Phone,Electronics,46947,10,469470,North
2024-09-16,Watch,Fashion,18143,7,127001,South
2024-09-16,Laptop,Electronics,134387,10,1343870,West
2024-09-16,Shoes,Fashion,2345,4,9380,South
2024-09-16,Shoes,Fashion,6095,5,30475,West
2024-09-17,Watch,Fashion,9545,4,38180,South
2024-09-18,Shoes,Fashion,6991,2,13982,East
2024-09-18,Laptop,Electronics,126711,1,126711,East
2024-09-18,Shoes,Fashion,6678,8,53424,East
2024-09-18,Laptop,Electronics,123547,7,864829,West
2024-09-18,Laptop,Electronics,124541,5,622705,South
2024-09-19,Laptop,Electronics,69823,6,418938,South
2024-09-19,Laptop,Electronics,122953,2,245906,South
2024-09-19,Shoes,Fashion,4654,9,41886,East
2024-09-20,Shoes,Fashion,4573,2,9146,South
2024-09-20,Laptop,Electronics,97292,3,291876,South
2024-09-20,Shoes,Fashion,3869,6,23214,South
2024-09-20,Laptop,Electronics,91856,2,183712,East
2024-09-20,Headphones,Electronics,11414,7,79898,East
2024-09-20,Laptop,Electronics,139170,8,1113360,South
2024-09-20,Laptop,Electronics,74517,7,521619,North
2024-09-20,Laptop,Electronics,136622,8,1092976,East
2024-09-21,Phone,Electronics,28112,9,253008,South
2024-09-21,Shoes,Fashion,4383,5,21915,West
2024-09-21,Headphones,Electronics,9000,6,54000,North
2024-09-22,Shoes,Fashion,5229,1,5229,East
2024-09-23,Headphones,Electronics,9553,5,47765,North
2024-09-23,Shoes,Fashion,6931,6,41586,South
2024-09-23,Watch,Fashion,6161,1,6161,North
2024-09-23,Phone,Electronics,18342,3,55026,South
2024-09-24,Laptop,Electronics,88340,2,176680,West
2024-09-25,Headphones,Electronics,12529,4,50116,East
2024-09-25,Shoes,Fashion,2225,8,17800,South
2024-09-25,Phone,Electronics,69526,4,278104,East
2024-09-25,Phone,Electronics,25362,6,152172,South
2024-09-25,Headphones,Electronics,4546,9,40914,East
2024-09-25,Phone,Electronics,65782,9,592038,West
2024-09-26,Phone,Electronics,57228,10,572280,North
2024-09-27,Phone,Electronics,75355,10,753550,East
2024-09-27,Headphones,Electronics,10476,10,104760,North
2024-09-27,Laptop,Electronics,119685,8,957480,South
2024-09-27,Phone,Electronics,55707,9,501363,North
2024-09-27,Phone,Electronics,73164,9,658476,South
2024-09-27,Phone,Electronics,62878,1,62878,North
2024-09-27,Watch,Fashion,16416,8,131328,West
2024-09-28,Phone,Electronics,18017,7,126119,North
2024-09-28,Phone,Electronics,30282,8,242256,North
2024-09-28,Phone,Electronics,69077,6,414462,East
2024-09-28,Headphones,Electronics,7868,1,7868,West
2024-09-28,Shoes,Fashion,2708,8,21664,North
2024-09-28,Phone,Electronics,71249,8,569992,East
2024-09-29,Shoes,Fashion,5004,1,5004,South
2024-09-30,Headphones,Electronics,8749,6,52494,East
2024-09-30,Laptop,Electronics,84635,1,84635,North
2024-10-01,Laptop,Electronics,66411,1,66411,East
2024-10-01,Shoes,Fashion,4579,7,32053,South
2024-10-01,Headphones,Electronics,13897,2,27794,South
2024-10-02,Phone,Electronics,51942,6,311652,North
2024-10-03,Watch,Fashion,15392,5,76960,North
2024-10-03,Headphones,Electronics,11667,4,46668,South
2024-10-04,Phone,Electronics,52805,5,264025,South
2024-10-04,Laptop,Electronics,144069,10,1440690,West
2024-10-05,Laptop,Electronics,95417,5,477085,North
2024-10-05,Phone,Electronics,27482,2,54964,West
2024-10-05,Phone,Electronics,56481,2,112962,West
2024-10-05,Phone,Electronics,62830,2,125660,South
2024-10-05,Laptop,Electronics,82126,9,739134,North
2024-10-05,Laptop,Electronics,135477,7,948339,East
2024-10-05,Headphones,Electronics,8594,2,17188,East
2024-10-06,Headphones,Electronics,14140,1,14140,North
2024-10-06,Headphones,Electronics,12190,3,36570,South
2024-10-06,Laptop,Electronics,56753,9,510777,East
2024-10-06,Laptop,Electronics,104478,9,940302,East
2024-10-06,Laptop,Electronics,83261,9,749349,North
2024-10-07,Phone,Electronics,54116,1,54116,West
2024-10-07,Phone,Electronics,21055,4,84220,West
2024-10-07,Watch,Fashion,5245,4,20980,South
2024-10-07,Phone,Electronics,29981,4,119924,South
2024-10-07,Phone,Electronics,67700,2,135400,North
2024-10-07,Headphones,Electronics,9613,7,67291,East
2024-10-07,Watch,Fashion,5608,2,11216,South
2024-10-07,Shoes,Fashion,1225,5,6125,West
2024-10-08,Shoes,Fashion,4854,4,19416,North
2024-10-08,Headphones,Electronics,6484,6,38904,South
2024-10-08,Shoes,Fashion,1848,7,12936,East
2024-10-08,Watch,Fashion,11567,10,115670,South
2024-10-08,Shoes,Fashion,2735,7,19145,East
2024-10-09,Phone,Electronics,58439,6,350634,North
2024-10-09,Laptop,Electronics,91788,6,550728,South
2024-10-09,Phone,Electronics,55009,1,55009,North
2024-10-10,Headphones,Electronics,14567,5,72835,South
2024-10-10,Watch,Fashion,8176,8,65408,North
2024-10-10,Shoes,Fashion,2374,3,7122,South
2024-10-10,Watch,Fashion,18429,1,18429,North
2024-10-10,Laptop,Electronics,134195,6,805170,West
2024-10-10,Laptop,Electronics,59574,4,238296,East
2024-10-11,Headphones,Electronics,12496,10,124960,South
2024-10-11,Phone,Electronics,75025,9,675225,South
2024-10-11,Shoes,Fashion,7771,2,15542,South
2024-10-12,Headphones,Electronics,4522,7,31654,South
2024-10-12,Shoes,Fashion,2495,2,4990,West
2024-10-12,Watch,Fashion,2586,4,10344,East
2024-10-13,Headphones,Electronics,4340,4,17360,South
2024-10-13,Phone,Electronics,53292,4,213168,South
2024-10-13,Watch,Fashion,15045,1,15045,South
2024-10-13,Laptop,Electronics,126640,6,759840,North
2024-10-15,Watch,Fashion,15275,3,45825,South
2024-10-15,Laptop,Electronics,84472,3,253416,East
2024-10-15,Phone,Electronics,18215,8,145720,East
2024-10-15,Shoes,Fashion,6252,2,12504,South
2024-10-16,Phone,Electronics,58519,10,585190,West
2024-10-16,Laptop,Electronics,64280,4,257120,East
2024-10-16,Phone,Electronics,47117,4,188468,North
2024-10-17,Laptop,Electronics,131029,1,131029,East
2024-10-17,Laptop,Electronics,90309,8,722472,South
2024-10-17,Watch,Fashion,9520,10,95200,South
2024-10-17,Laptop,Electronics,136512,10,1365120,South
2024-10-17,Shoes,Fashion,6692,3,20076,East
2024-10-17,Headphones,Electronics,14464,3,43392,East
2024-10-17,Laptop,Electronics,63198,7,442386,North
2024-10-18,Phone,Electronics,75264,4,301056,South
2024-10-18,Laptop,Electronics,118221,8,945768,West
2024-10-18,Phone,Electronics,65632,2,131264,North
2024-10-18,Phone,Electronics,33808,6,202848,East
2024-10-18,Laptop,Electronics,110931,9,998379,South
2024-10-19,Shoes,Fashion,3325,2,6650,West
2024-10-19,Watch,Fashion,11101,4,44404,East
2024-10-19,Watch,Fashion,11840,1,11840,North
2024-10-19,Shoes,Fashion,2422,8,19376,South
2024-10-20,Headphones,Electronics,3484,3,10452,East
2024-10-20,Headphones,Electronics,12579,4,50316,North
2024-10-21,Laptop,Electronics,84023,5,420115,South
2024-10-22,Laptop,Electronics,82110,5,410550,North
2024-10-22,Shoes,Fashion,3417,4,13668,East
2024-10-22,Laptop,Electronics,128876,6,773256,North
2024-10-22,Headphones,Electronics,5540,1,5540,South
2024-10-23,Headphones,Electronics,12629,8,101032,East
2024-10-23,Headphones,Electronics,7442,3,22326,North
2024-10-23,Phone,Electronics,56775,8,454200,South
2024-10-23,Headphones,Electronics,13846,2,27692,East
2024-10-23,Headphones,Electronics,5865,4,23460,South
2024-10-23,Laptop,Electronics,97045,5,485225,North
2024-10-23,Watch,Fashion,5453,9,49077,East
2024-10-24,Phone,Electronics,70544,1,70544,West
2024-10-24,Shoes,Fashion,3032,9,27288,West
2024-10-24,Phone,Electronics,46773,4,187092,South
2024-10-25,Headphones,Electronics,14024,8,112192,South
2024-10-25,Shoes,Fashion,2982,8,23856,East
2024-10-25,Laptop,Electronics,119195,2,238390,West
2024-10-25,Shoes,Fashion,4326,3,12978,South
2024-10-25,Watch,Fashion,13269,8,106152,East
2024-10-25,Laptop,Electronics,80825,4,323300,North
2024-10-26,Laptop,Electronics,135827,1,135827,West
2024-10-26,Shoes,Fashion,6661,9,59949,West
2024-10-26,Laptop,Electronics,119327,9,1073943,South
2024-10-26,Laptop,Electronics,136643,8,1093144,North
2024-10-26,Shoes,Fashion,1813,2,3626,North
2024-10-26,Headphones,Electronics,3315,8,26520,South
2024-10-26,Phone,Electronics,68203,10,682030,West
2024-10-27,Headphones,Electronics,6443,9,57987,West
2024-10-27,Headphones,Electronics,7070,10,70700,South
2024-10-28,Shoes,Fashion,4909,5,24545,East
2024-10-28,Watch,Fashion,15362,3,46086,South
2024-10-29,Watch,Fashion,6597,6,39582,West
2024-10-29,Headphones,Electronics,2910,9,26190,West
2024-10-29,Watch,Fashion,17333,3,51999,East
2024-10-29,Phone,Electronics,50280,9,452520,South
2024-10-29,Laptop,Electronics,54548,3,163644,South
2024-10-30,Watch,Fashion,15805,5,79025,South
2024-10-30,Shoes,Fashion,6406,9,57654,South
2024-10-30,Headphones,Electronics,9417,4,37668,West
2024-10-30,Watch,Fashion,19934,3,59802,South
2024-10-30,Phone,Electronics,60055,9,540495,North
2024-10-31,Watch,Fashion,9393,8,75144,South
2024-10-31,Watch,Fashion,14626,4,58504,North
2024-11-01,Headphones,Electronics,3825,2,7650,West
2024-11-01,Shoes,Fashion,6194,10,61940,South
2024-11-01,Phone,Electronics,35575,10,355750,West
2024-11-01,Phone,Electronics,66633,9,599697,East
2024-11-01,Watch,Fashion,18927,2,37854,North
2024-11-01,Shoes,Fashion,5824,4,23296,North
2024-11-02,Watch,Fashion,6106,7,42742,East
2024-11-02,Headphones,Electronics,5013,10,50130,South
2024-11-02,Watch,Fashion,13443,8,107544,East
2024-11-02,Headphones,Electronics,5258,8,42064,East
2024-11-02,Laptop,Electronics,94034,1,94034,North
2024-11-03,Phone,Electronics,40545,9,364905,East
2024-11-03,Shoes,Fashion,3029,1,3029,South
2024-11-03,Watch,Fashion,4020,5,20100,North
2024-11-03,Headphones,Electronics,7256,1,7256,East
2024-11-03,Shoes,Fashion,2241,9,20169,North
2024-11-03,Phone,Electronics,31449,2,62898,West
2024-11-04,Phone,Electronics,43007,6,258042,East
2024-11-04,Headphones,Electronics,12698,6,76188,West
2024-11-04,Phone,Electronics,21695,6,130170,West
2024-11-04,Watch,Fashion,7352,9,66168,West
2024-11-05,Phone,Electronics,28262,8,226096,West
2024-11-05,Watch,Fashion,4785,1,4785,South
2024-11-05,Laptop,Electronics,51923,1,51923,West
2024-11-06,Laptop,Electronics,104181,8,833448,North
2024-11-06,Laptop,Electronics,68520,8,548160,East
2024-11-07,Laptop,Electronics,83312,9,749808,West
2024-11-07,Headphones,Electronics,14129,1,14129,West
2024-11-07,Watch,Fashion,15223,5,76115,South
2024-11-07,Watch,Fashion,3536,9,31824,East
2024-11-08,Phone,Electronics,17361,6,104166,North
2024-11-08,Watch,Fashion,10430,2,20860,North
2024-11-08,Headphones,Electronics,3079,9,27711,South
2024-11-08,Phone,Electronics,77551,10,775510,North
2024-11-08,Shoes,Fashion,4627,3,13881,East
2024-11-09,Phone,Electronics,37480,4,149920,West
2024-11-09,Laptop,Electronics,51079,10,510790,East
2024-11-09,Laptop,Electronics,74467,6,446802,East
2024-11-09,Shoes,Fashion,5345,8,42760,West
2024-11-09,Shoes,Fashion,3204,2,6408,North
2024-11-09,Laptop,Electronics,80881,6,485286,East
2024-11-09,Headphones,Electronics,11813,10,118130,North
2024-11-09,Shoes,Fashion,6741,3,20223,East
2024-11-09,Phone,Electronics,51774,9,465966,South
2024-11-10,Watch,Fashion,10998,10,109980,North
2024-11-10,Headphones,Electronics,5580,10,55800,West
2024-11-10,Headphones,Electronics,4613,8,36904,South
2024-11-10,Shoes,Fashion,4733,2,9466,South
2024-11-10,Phone,Electronics,33207,5,166035,South
2024-11-10,Watch,Fashion,7856,4,31424,East
2024-11-10,Watch,Fashion,8388,1,8388,East
2024-11-10,Headphones,Electronics,10952,8,87616,South
2024-11-11,Laptop,Electronics,115151,4,460604,South
2024-11-11,Shoes,Fashion,5898,7,41286,North
2024-11-11,Headphones,Electronics,3191,6,19146,West
2024-11-11,Laptop,Electronics,71810,8,574480,West
2024-11-11,Watch,Fashion,15683,7,109781,North
2024-11-12,Headphones,Electronics,7738,5,38690,South
2024-11-12,Shoes,Fashion,4635,7,32445,North
2024-11-12,Headphones,Electronics,4661,6,27966,West
2024-11-12,Watch,Fashion,18500,5,92500,East
2024-11-12,Shoes,Fashion,7363,7,51541,South
2024-11-14,Watch,Fashion,19759,2,39518,South
2024-11-14,Laptop,Electronics,134255,1,134255,West
2024-11-14,Watch,Fashion,8518,6,51108,West
2024-11-14,Headphones,Electronics,12153,8,97224,South
2024-11-14,Watch,Fashion,15410,3,46230,South
2024-11-14,Laptop,Electronics,119931,9,1079379,West
2024-11-14,Headphones,Electronics,11524,1,11524,South
2024-11-15,Watch,Fashion,17001,5,85005,North
2024-11-15,Shoes,Fashion,5450,1,5450,West
2024-11-15,Headphones,Electronics,5180,10,51800,East
2024-11-16,Headphones,Electronics,13850,9,124650,North
2024-11-16,Shoes,Fashion,4001,10,40010,North
2024-11-16,Laptop,Electronics,94656,1,94656,North
2024-11-16,Headphones,Electronics,14867,6,89202,West
2024-11-17,Shoes,Fashion,2923,7,20461,North
2024-11-17,Headphones,Electronics,5768,8,46144,North
2024-11-18,Watch,Fashion,8417,6,50502,North
2024-11-18,Watch,Fashion,18835,1,18835,West
2024-11-18,Laptop,Electronics,138337,5,691685,West
2024-11-18,Laptop,Electronics,68173,5,340865,East
2024-11-19,Laptop,Electronics,114043,7,798301,North
2024-11-19,Shoes,Fashion,5072,4,20288,South
2024-11-19,Headphones,Electronics,4869,10,48690,West
2024-11-20,Watch,Fashion,4847,4,19388,South
2024-11-20,Watch,Fashion,5994,5,29970,North
2024-11-20,Phone,Electronics,39960,5,199800,South
2024-11-21,Phone,Electronics,19749,2,39498,East
2024-11-21,Phone,Electronics,44116,3,132348,East
2024-11-21,Laptop,Electronics,115385,9,1038465,North
2024-11-21,Watch,Fashion,12141,8,97128,South
2024-11-21,Watch,Fashion,13204,5,66020,East
2024-11-21,Laptop,Electronics,57746,10,577460,South
2024-11-21,Watch,Fashion,6434,3,19302,West
2024-11-21,Watch,Fashion,6955,9,62595,South
2024-11-22,Headphones,Electronics,3007,1,3007,East
2024-11-22,Laptop,Electronics,114458,8,915664,North
2024-11-23,Laptop,Electronics,120972,10,1209720,South
2024-11-23,Headphones,Electronics,12602,6,75612,East
2024-11-23,Phone,Electronics,36107,8,288856,West
2024-11-23,Watch,Fashion,11482,8,91856,North
2024-11-23,Phone,Electronics,43639,5,218195,North
2024-11-23,Phone,Electronics,26051,7,182357,East
2024-11-23,Laptop,Electronics,74785,3,224355,East
2024-11-23,Phone,Electronics,39301,4,157204,West
2024-11-24,Phone,Electronics,69304,6,415824,West
2024-11-24,Watch,Fashion,13772,3,41316,West
2024-11-24,Phone,Electronics,68659,9,617931,East
2024-11-24,Headphones,Electronics,5467,3,16401,East
2024-11-24,Headphones,Electronics,3978,4,15912,South
2024-11-24,Watch,Fashion,17234,8,137872,North
2024-11-25,Headphones,Electronics,2010,1,2010,North
2024-11-25,Shoes,Fashion,5458,5,27290,West
2024-11-25,Watch,Fashion,17588,2,35176,East
2024-11-25,Phone,Electronics,41058,6,246348,South
2024-11-25,Shoes,Fashion,1960,8,15680,West
2024-11-25,Laptop,Electronics,67735,4,270940,North
2024-11-26,Laptop,Electronics,55796,2,111592,West
2024-11-26,Shoes,Fashion,1400,2,2800,North
2024-11-26,Shoes,Fashion,7859,7,55013,South
2024-11-26,Laptop,Electronics,118666,10,1186660,South
2024-11-26,Shoes,Fashion,2901,5,14505,East
2024-11-26,Headphones,Electronics,9400,8,75200,West
2024-11-26,Headphones,Electronics,13161,3,39483,North
2024-11-27,Shoes,Fashion,6328,8,50624,East
2024-11-27,Laptop,Electronics,121330,7,849310,North
2024-11-27,Phone,Electronics,28784,6,172704,West
2024-11-28,Watch,Fashion,11786,6,70716,South
2024-11-28,Laptop,Electronics,66859,9,601731,South
2024-11-28,Shoes,Fashion,7709,6,46254,North
2024-11-28,Phone,Electronics,19231,3,57693,East
2024-11-28,Headphones,Electronics,3079,9,27711,West
2024-11-29,Headphones,Electronics,9730,8,77840,West
2024-11-30,Phone,Electronics,17204,6,103224,South
2024-11-30,Phone,Electronics,62676,10,626760,West
2024-11-30,Phone,Electronics,58157,6,348942,North
2024-12-01,Shoes,Fashion,6634,4,26536,East
2024-12-01,Shoes,Fashion,2162,10,21620,North
2024-12-01,Shoes,Fashion,7307,2,14614,East
2024-12-01,Headphones,Electronics,12843,9,115587,South
2024-12-02,Watch,Fashion,3039,4,12156,North
2024-12-02,Watch,Fashion,6835,2,13670,West
2024-12-02,Phone,Electronics,19213,8,153704,South
2024-12-02,Watch,Fashion,9644,3,28932,South
2024-12-02,Phone,Electronics,46051,8,368408,South
2024-12-02,Laptop,Electronics,111736,10,1117360,East
2024-12-02,Watch,Fashion,2884,3,8652,East
2024-12-02,Laptop,Electronics,95561,8,764488,West
2024-12-03,Headphones,Electronics,9401,3,28203,North
2024-12-03,Laptop,Electronics,72125,4,288500,South
2024-12-03,Phone,Electronics,26385,1,26385,East
2024-12-04,Phone,Electronics,26409,10,264090,East
2024-12-04,Shoes,Fashion,1448,7,10136,West
2024-12-04,Laptop,Electronics,119518,7,836626,North
2024-12-04,Watch,Fashion,14385,4,57540,North
2024-12-04,Shoes,Fashion,5628,10,56280,North
2024-12-05,Shoes,Fashion,2388,5,11940,West
2024-12-05,Phone,Electronics,36297,4,145188,West
2024-12-05,Phone,Electronics,23921,5,119605,East
2024-12-05,Phone,Electronics,79919,9,719271,East
2024-12-05,Laptop,Electronics,73586,7,515102,North
2024-12-06,Laptop,Electronics,112491,1,112491,South
2024-12-06,Phone,Electronics,40108,6,240648,East
2024-12-06,Watch,Fashion,15726,4,62904,West
2024-12-06,Phone,Electronics,59630,1,59630,South
2024-12-06,Headphones,Electronics,8741,5,43705,East
2024-12-06,Headphones,Electronics,7837,1,7837,West
2024-12-07,Laptop,Electronics,64722,10,647220,South
2024-12-07,Phone,Electronics,77052,1,77052,West
2024-12-08,Headphones,Electronics,13738,8,109904,North
2024-12-08,Headphones,Electronics,3950,10,39500,South
2024-12-08,Watch,Fashion,8821,3,26463,West
2024-12-08,Shoes,Fashion,4092,7,28644,West
2024-12-08,Watch,Fashion,17395,7,121765,West
2024-12-09,Headphones,Electronics,11039,2,22078,South
2024-12-09,Shoes,Fashion,5533,6,33198,North
2024-12-09,Laptop,Electronics,89310,5,446550,North
2024-12-09,Laptop,Electronics,72879,8,583032,North
2024-12-09,Phone,Electronics,20290,5,101450,East
2024-12-09,Laptop,Electronics,81654,5,408270,South
2024-12-09,Shoes,Fashion,3095,8,24760,South
2024-12-10,Shoes,Fashion,2876,4,11504,South
2024-12-10,Headphones,Electronics,6062,4,24248,South
2024-12-10,Shoes,Fashion,4330,4,17320,East
2024-12-10,Laptop,Electronics,64231,2,128462,West
2024-12-11,Phone,Electronics,60716,3,182148,South
2024-12-11,Watch,Fashion,4928,9,44352,North
2024-12-11,Headphones,Electronics,13434,1,13434,North
2024-12-11,Watch,Fashion,8817,5,44085,South
2024-12-11,Laptop,Electronics,118566,4,474264,South
2024-12-12,Watch,Fashion,17908,10,179080,West
2024-12-12,Phone,Electronics,64440,8,515520,East
2024-12-12,Laptop,Electronics,129096,8,1032768,South
2024-12-13,Shoes,Fashion,1113,6,6678,South
2024-12-13,Headphones,Electronics,3540,1,3540,East
2024-12-13,Watch,Fashion,16273,2,32546,West
2024-12-13,Shoes,Fashion,6201,2,12402,East
2024-12-14,Watch,Fashion,5168,3,15504,South
2024-12-14,Shoes,Fashion,2889,2,5778,North
2024-12-15,Laptop,Electronics,132065,3,396195,North
2024-12-15,Laptop,Electronics,62004,5,310020,East
2024-12-15,Shoes,Fashion,1842,7,12894,East
2024-12-16,Headphones,Electronics,7688,4,30752,East
2024-12-16,Shoes,Fashion,2572,8,20576,South
2024-12-16,Phone,Electronics,56194,2,112388,East
2024-12-17,Watch,Fashion,6106,5,30530,South
2024-12-17,Shoes,Fashion,5572,7,39004,East
2024-12-17,Headphones,Electronics,10329,6,61974,East
2024-12-17,Laptop,Electronics,53936,2,107872,North
2024-12-17,Headphones,Electronics,4350,10,43500,South
2024-12-17,Headphones,Electronics,11643,3,34929,North
2024-12-17,Laptop,Electronics,125233,6,751398,South
2024-12-17,Laptop,Electronics,104816,10,1048160,South
2024-12-17,Watch,Fashion,4285,1,4285,South
2024-12-18,Laptop,Electronics,136741,6,820446,North
2024-12-18,Laptop,Electronics,117904,3,353712,South
2024-12-19,Headphones,Electronics,3508,4,14032,East
2024-12-19,Phone,Electronics,78707,4,314828,West
2024-12-19,Phone,Electronics,15398,3,46194,North
2024-12-20,Laptop,Electronics,111619,2,223238,West
2024-12-20,Shoes,Fashion,7476,2,14952,South
2024-12-20,Laptop,Electronics,106813,10,1068130,East
2024-12-20,Shoes,Fashion,4029,9,36261,North
2024-12-21,Watch,Fashion,13547,4,54188,North
2024-12-21,Shoes,Fashion,6343,1,6343,East
2024-12-21,Shoes,Fashion,5053,4,20212,South
2024-12-21,Laptop,Electronics,126678,6,760068,North
2024-12-22,Headphones,Electronics,5140,5,25700,South
2024-12-22,Watch,Fashion,6736,8,53888,South
2024-12-22,Phone,Electronics,70198,1,70198,North
2024-12-22,Phone,Electronics,19621,7,137347,East
2024-12-22,Shoes,Fashion,4909,4,19636,East
2024-12-22,Headphones,Electronics,3614,3,10842,South
2024-12-22,Headphones,Electronics,2205,7,15435,South
2024-12-22,Laptop,Electronics,124935,7,874545,North
2024-12-23,Laptop,Electronics,68671,9,618039,East
2024-12-23,Phone,Electronics,36191,2,72382,North
2024-12-23,Watch,Fashion,17611,1,17611,North
2024-12-23,Watch,Fashion,2456,4,9824,North
2024-12-24,Headphones,Electronics,11638,8,93104,North
2024-12-24,Headphones,Electronics,8725,10,87250,West
2024-12-24,Shoes,Fashion,7053,10,70530,North
2024-12-24,Shoes,Fashion,6708,2,13416,West
2024-12-25,Laptop,Electronics,62928,6,377568,West
2024-12-25,Watch,Fashion,14737,3,44211,North
2024-12-26,Laptop,Electronics,79853,9,718677,West
2024-12-26,Phone,Electronics,57213,5,286065,East
2024-12-26,Watch,Fashion,13229,3,39687,West
2024-12-26,Watch,Fashion,11792,7,82544,South
2024-12-26,Phone,Electronics,79388,2,158776,North
2024-12-27,Headphones,Electronics,11053,9,99477,East
2024-12-29,Phone,Electronics,73162,10,731620,East
2024-12-29,Shoes,Fashion,3693,5,18465,North
2024-12-29,Shoes,Fashion,5826,2,11652,North
2024-12-29,Phone,Electronics,79778,9,718002,North
2024-12-30,Shoes,Fashion,6763,3,20289,West
2024-12-30,Headphones,Electronics,2020,8,16160,North
2024-12-30,Phone,Electronics,53668,3,161004,East
2024-12-30,Phone,Electronics,74152,7,519064,North
2024-12-31,Phone,Electronics,60891,3,182673,West
2024-12-31,Phone,Electronics,35833,4,143332,East
2024-12-31,Watch,Fashion,18622,2,37244,North
2024-12-31,Phone,Electronics,43901,5,219505,North
2025-01-01,Shoes,Fashion,3215,10,32150,East
2025-01-01,Headphones,Electronics,5948,5,29740,East
2025-01-01,Phone,Electronics,29656,9,266904,South
2025-01-01,Phone,Electronics,36450,3,109350,North
2025-01-02,Laptop,Electronics,143278,8,1146224,East
2025-01-02,Headphones,Electronics,11566,6,69396,West
2025-01-02,Laptop,Electronics,93479,6,560874,North
2025-01-02,Shoes,Fashion,2375,4,9500,South
2025-01-03,Laptop,Electronics,92664,4,370656,South
2025-01-03,Headphones,Electronics,7544,10,75440,North
2025-01-03,Phone,Electronics,29309,8,234472,East
2025-01-04,Shoes,Fashion,4848,2,9696,North
2025-01-04,Shoes,Fashion,2426,7,16982,South
2025-01-05,Laptop,Electronics,51187,10,511870,North
2025-01-05,Laptop,Electronics,60137,8,481096,West
2025-01-05,Watch,Fashion,7670,1,7670,East
2025-01-05,Laptop,Electronics,58112,3,174336,South
2025-01-05,Watch,Fashion,9979,5,49895,North
2025-01-06,Phone,Electronics,37465,10,374650,South
2025-01-06,Laptop,Electronics,137392,7,961744,East
2025-01-06,Headphones,Electronics,6299,5,31495,North
2025-01-06,Shoes,Fashion,5087,5,25435,South
2025-01-07,Laptop,Electronics,126359,5,631795,South
2025-01-07,Laptop,Electronics,123231,3,369693,East
2025-01-07,Laptop,Electronics,50537,7,353759,West
2025-01-07,Watch,Fashion,10269,5,51345,North
2025-01-08,Phone,Electronics,34186,2,68372,East
2025-01-08,Watch,Fashion,16915,9,152235,East
2025-01-08,Shoes,Fashion,5524,6,33144,South
2025-01-09,Laptop,Electronics,126025,3,378075,South
2025-01-09,Phone,Electronics,44942,4,179768,North
2025-01-09,Watch,Fashion,7617,10,76170,South
2025-01-10,Shoes,Fashion,5896,6,35376,North
2025-01-10,Watch,Fashion,12839,10,128390,North
2025-01-10,Watch,Fashion,14417,4,57668,North
2025-01-10,Headphones,Electronics,4326,7,30282,South
2025-01-11,Headphones,Electronics,12023,4,48092,West
2025-01-12,Headphones,Electronics,12704,7,88928,West
2025-01-12,Headphones,Electronics,13970,9,125730,East
2025-01-12,Phone,Electronics,28339,4,113356,South
